Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Humidity Ratio [kgWater/kgDryAir](TimeStep),Outdoor CO2 Dummy,OccSim_DummyOccSch,ZONE 1:Zone Mean Air Temperature [C](TimeStep),ZONE 2:Zone Mean Air Temperature [C](TimeStep),ZONE 3:Zone Mean Air Temperature [C](TimeStep),ZONE 4:Zone Mean Air Temperature [C](TimeStep),ZONE 1:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](TimeStep),ZONE 2:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](TimeStep),ZONE 3:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](TimeStep),ZONE 4:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](TimeStep),ZONE 1:Zone Air CO2 Concentration [ppm](TimeStep),ZONE 2:Zone Air CO2 Concentration [ppm](TimeStep),ZONE 3:Zone Air CO2 Concentration [ppm](TimeStep),ZONE 4:Zone Air CO2 Concentration [ppm](TimeStep) 
 10/12  05:00:00,7.2,0.004975457,390.1242359,0,13.62186523,14.53575098,14.38915347,14.84195243,0.007570952,0.007569494,0.007569438,0.007568775,387.015899,387.0138007,386.9251969,386.9251731
 10/12  05:10:00,7.116666667,0.004946895,391.124268,0,13.57198065,14.46488714,14.32991012,14.79160563,0.00748501,0.007483531,0.007483505,0.00748282,387.4916027,387.4912095,387.4163104,387.4170156
 10/12  05:20:00,7.033333333,0.004918479,387.1243002,0,13.54665052,14.40310479,14.27569294,14.74424058,0.007410307,0.007408849,0.007408842,0.007408153,387.7140797,387.7144203,387.6511379,387.6520891
 10/12  05:30:00,6.95,0.004890208,381.1243323,0,13.53850444,14.35048016,14.22681975,14.70018748,0.00734681,0.00734541,0.007345415,0.007344739,387.2082269,387.2072293,387.1538909,387.1539436
 10/12  05:40:00,6.866666667,0.004862083,383.1243645,0,13.53924307,14.30593516,14.18289471,14.65929286,0.00729286,0.007291541,0.007291556,0.007290904,386.5318345,386.5292513,386.4843405,386.4833538
 10/12  05:50:00,6.783333333,0.004834102,390.1243967,0,13.54387657,14.26826431,14.14338781,14.62129709,0.00724665,0.007245427,0.007245447,0.007244827,386.5249699,386.5226706,386.4847483,386.4839006
 10/12  06:00:00,6.7,0.004806264,391.1244289,0,13.55037359,14.2364585,14.10783981,14.58597064,0.007206711,0.007205589,0.007205614,0.00720503,387.0214225,387.020574,386.9884489,386.9885081
 10/12  06:10:00,6.783333333,0.004772429,391.1244612,0,13.68886528,14.24857288,14.09840658,14.57016901,0.007186534,0.007185498,0.007179985,0.00717943,389.082848,389.0830453,387.4771414,387.4779894
 10/12  06:20:00,6.866666667,0.004738051,386.1244934,0,13.85604117,14.28556955,14.10451114,14.56637151,0.007178444,0.007177483,0.007163307,0.007162775,391.6979388,391.6981445,387.6272572,387.6282836
 10/12  06:30:00,6.95,0.004703124,382.1245257,0,13.97957728,14.32775812,14.11521873,14.56661233,0.007174884,0.007173993,0.007150597,0.007150088,394.0865426,394.0859247,387.3911848,387.3917729
 10/12  06:40:00,7.033333333,0.004667647,382.124558,0,14.05124031,14.36718179,14.12568779,14.56728995,0.007172381,0.007171555,0.007139551,0.007139066,396.1360273,396.1342564,386.9895078,386.9894431
 10/12  06:50:00,7.116666667,0.004631613,383.1245903,0,14.09011914,14.40264687,14.13492472,14.56759613,0.007170077,0.007169312,0.007129549,0.007129088,397.9725216,397.9695601,386.616004,386.6153898
 10/12  07:00:00,7.2,0.004595018,385.1246227,0,14.11450113,14.43518566,14.14327433,14.56771184,0.007168032,0.007167324,0.007120554,0.007120117,399.7457646,399.7416923,386.3929532,386.3920629
 10/12  07:10:00,7.85,0.004662826,391.1246551,0,14.14742141,14.46933955,14.1516856,14.56825236,0.00717502,0.007174374,0.007116175,0.007115767,403.1381016,403.1331482,386.5303021,386.5296713
 10/12  07:20:00,8.5,0.004726205,383.1246874,0,14.18489677,14.5050453,14.16072995,14.56958938,0.007190975,0.007190394,0.007118444,0.007118073,407.0260934,407.0198457,386.5029474,386.5023391
 10/12  07:30:00,9.15,0.004784677,388.1247199,0,14.22126091,14.54189159,14.17070597,14.57191579,0.007213978,0.007213464,0.007127717,0.007127388,410.983698,410.9759712,386.5336614,386.533146
 10/12  07:40:00,9.8,0.004837739,383.1247523,0,14.25454457,14.57924064,14.1816218,14.57523181,0.007242599,0.007242153,0.007143584,0.007143303,414.5048837,414.4952664,386.4074791,386.4068416
 10/12  07:50:00,10.45,0.00488486,390.1247847,0,14.28532397,14.61678851,14.19343866,14.57950694,0.007276096,0.007275718,0.007165484,0.007165254,417.9019244,417.8904318,386.4884142,386.4879285
 10/12  08:00:00,11.1,0.00492548,383.1248172,0,14.31480407,14.65450394,14.20614377,14.58472875,0.007314091,0.007313781,0.007192921,0.007192744,420.8441765,420.8304225,386.4121604,386.4116198
 10/12  08:10:00,11.56666667,0.004885602,381.1248497,0,14.43624598,14.71599392,14.22130757,14.59195904,0.007388055,0.00738783,0.007217457,0.007217326,434.6487377,434.6322569,386.1202261,386.1193675
 10/12  08:20:00,12.03333333,0.004837767,385.1248822,0,14.58978138,14.79330357,14.23984081,14.6018359,0.007475332,0.007475181,0.007233614,0.007233513,454.7146243,454.6954452,385.9123123,385.9112639
 10/12  08:30:00,12.5,0.004781575,388.1249148,0.181818,14.72738607,14.87678069,14.26502036,14.61661346,0.007555494,0.007555393,0.007248447,0.007248369,475.9579224,475.9364217,388.541717,388.5406319
 10/12  08:40:00,12.96666667,0.004716612,385.1249473,0.363636,14.83845925,14.96122929,14.29835029,14.63739228,0.007619745,0.007619673,0.00726665,0.007266594,495.7727505,495.7491851,395.246498,395.2449504
 10/12  08:50:00,13.43333333,0.004642452,388.1249799,0.272727,14.94018959,15.04464159,14.3351523,14.66110997,0.007666339,0.007666283,0.007275359,0.00727531,513.7835751,513.7581972,402.4730144,402.4705504
 10/12  09:00:00,13.9,0.004558656,389.1250125,0.454545,15.04048939,15.12710243,14.37688439,14.68878623,0.007695848,0.007695799,0.007279388,0.007279339,530.2076337,530.1807698,411.6470712,411.6431742
 10/12  09:10:00,14.36666667,0.004531894,387.1250451,0.454545,15.13236546,15.20936066,14.42036897,14.71886128,0.007734132,0.00773409,0.007289716,0.00728967,548.7011795,548.6733503,422.1928112,422.1874629
 10/12  09:20:00,14.83333333,0.004498655,391.1250778,0.363636,15.20597371,15.28872293,14.4616641,14.74841621,0.007776757,0.007776722,0.007296594,0.007296549,568.4416768,568.4129975,431.767016,431.7602377
 10/12  09:30:00,15.3,0.004458615,391.1251104,0.454545,15.26191772,15.36366718,14.50209838,14.77803008,0.007816158,0.00781613,0.007301319,0.007301272,588.1507776,588.1208311,441.6138748,441.6055392
 10/12  09:40:00,15.76666667,0.004411438,385.1251431,0.363636,15.30705897,15.43488146,14.54049204,14.80674359,0.007848379,0.007848356,0.007297023,0.007296967,607.0466665,607.0145589,450.1178504,450.1076493
 10/12  09:50:00,16.23333333,0.00435678,387.1251758,0.363636,15.34847786,15.50405235,14.57777062,14.83510302,0.007872348,0.007872328,0.007283964,0.007283892,625.0669064,625.0315361,457.593785,457.5815272
 10/12  10:00:00,16.7,0.004294285,389.1252085,0.545455,15.38938998,15.5720679,14.61781504,14.86570052,0.007888173,0.007888151,0.007272944,0.007272857,642.3313511,642.2915524,467.2147816,467.2003547
 10/12  10:10:00,16.96666667,0.004209644,387.1252413,0.272727,15.43030712,15.63928591,14.65509427,14.89482523,0.007898634,0.007898606,0.007249568,0.007249459,658.854296,658.8088271,474.0954274,474.0787296
 10/12  10:20:00,17.23333333,0.004120731,385.1252741,0.272727,15.47126758,15.70596831,14.69030125,14.92290101,0.00790551,0.007905474,0.007217193,0.007217058,674.6401521,674.5877149,478.6934131,478.6743816
 10/12  10:30:00,17.5,0.004027443,381.1253068,0.454545,15.51347669,15.77292011,14.72825546,14.95314121,0.00790944,0.00790939,0.007189957,0.007189799,689.6612871,689.6005198,484.8356313,484.8141779
 10/12  10:40:00,17.76666667,0.003929676,382.1253397,0.454545,15.55574911,15.83956667,14.76829335,14.98511797,0.007910513,0.007910447,0.007166547,0.007166371,704.0282775,703.9578802,492.2315697,492.2076628
 10/12  10:50:00,18.03333333,0.003827323,381.1253725,0.454545,15.59700272,15.90390608,14.8090801,15.01794735,0.007908681,0.007908596,0.007143492,0.0071433,717.7851561,717.703859,499.948077,499.9216953
 10/12  11:00:00,18.3,0.003720276,381.1254053,0.545455,15.63707793,15.96568414,14.85143917,15.05218485,0.007903905,0.007903796,0.007123474,0.007123269,730.975733,730.8823274,508.8049381,508.7760671
 10/12  11:10:00,18.48333333,0.003742413,382.1254382,0.454545,15.67292178,16.02425151,14.8924558,15.08586686,0.007896106,0.007895969,0.007099247,0.007099028,743.6494828,743.5427842,516.8060587,516.7747164
 10/12  11:20:00,18.66666667,0.003764495,389.1254711,0.363636,15.70418733,16.07946818,14.93024745,15.11768848,0.007885309,0.007885139,0.007065919,0.007065681,755.9743776,755.8533395,522.7155255,522.6818581
 10/12  11:30:00,18.85,0.003786517,381.125504,0.363636,15.73229234,16.13157889,14.96583158,15.14827716,0.00787161,0.007871402,0.007026608,0.00702635,767.7203124,767.5835289,527.1667548,527.1307784
 10/12  11:40:00,19.03333333,0.003808476,391.125537,0.363636,15.75600462,16.17966933,14.99976421,15.17796245,0.007855129,0.007854878,0.006984258,0.006983981,779.1275957,778.9739574,531.2048675,531.1667468
 10/12  11:50:00,19.21666667,0.003830366,391.1255699,0.272727,15.77567124,16.22428103,15.03080842,15.20587467,0.007835986,0.007835686,0.006935541,0.006935242,790.1718202,790.0001357,533.8215568,533.7814377
 10/12  12:00:00,19.4,0.003852185,391.1256029,0.272727,15.79236792,16.26594474,15.0597128,15.23247315,0.007814293,0.007813939,0.006882678,0.006882357,800.8032077,800.6121807,535.5687281,535.5267187
 10/12  12:10:00,19.78333333,0.003899008,381.1256359,0.363636,15.75052358,16.29039927,15.08772629,15.25856601,0.007769683,0.007769239,0.006836178,0.006835839,803.883191,803.6700143,538.0976918,538.0537315
 10/12  12:20:00,20.16666667,0.003945547,389.1256689,0.181818,15.6869046,16.3027021,15.11100085,15.28153571,0.007714118,0.00771356,0.006787914,0.006787558,802.4427726,802.2043892,538.7191634,538.6733386
 10/12  12:30:00,20.55,0.003991766,388.125702,0.0909091,15.63034576,16.30837429,15.12841407,15.30055776,0.007658799,0.00765812,0.006735574,0.0067352,799.5368206,799.2704962,536.6424583,536.5948701
 10/12  12:40:00,20.93333333,0.004037626,383.125735,0.0909091,15.58846851,16.31045584,15.1419194,15.31686849,0.007608459,0.007607664,0.006683826,0.006683435,796.4700767,796.1737629,533.1582743,533.1089563
 10/12  12:50:00,21.31666667,0.004083088,382.1257681,0.0909091,15.55757356,16.3099584,15.15304646,15.33144621,0.007563838,0.007562939,0.006635875,0.006635471,793.6035672,793.2762725,529.3305498,529.2795418
 10/12  13:00:00,21.7,0.004128112,386.1258012,0.0909091,15.53226255,16.30703673,15.16246053,15.34471226,0.007524332,0.007523339,0.006592707,0.006592291,791.0369189,790.6787528,525.7109423,525.6583636
 10/12  13:10:00,21.7,0.004075508,385.1258343,0.272727,15.55762629,16.31367216,15.17316607,15.35868233,0.007517946,0.007516934,0.006568004,0.006567588,795.5412175,795.1533681,525.0044955,524.9504083
 10/12  13:20:00,21.7,0.004022896,385.1258675,0.454545,15.59479205,16.32398155,15.18684494,15.37451982,0.007536915,0.007535942,0.006569358,0.006568955,804.2808631,803.8650626,528.7531558,528.6975327
 10/12  13:30:00,21.7,0.003970276,390.1259007,0.363636,15.61634202,16.33211655,15.19925778,15.38941016,0.007570536,0.007569635,0.006584132,0.006583751,814.3050455,813.8629308,533.4471882,533.3900117
 10/12  13:40:00,21.7,0.003917648,387.1259338,0.363636,15.61908958,16.33626817,15.20923567,15.4025554,0.007612884,0.007612073,0.006607173,0.006606817,824.0738929,823.6059939,537.7621853,537.7033382
 10/12  13:50:00,21.7,0.003865011,381.1259671,0.272727,15.60986122,16.3366675,15.2153563,15.41296245,0.00766167,0.007660961,0.006632356,0.006632027,833.0918263,832.5975713,540.1057006,540.0449717
 10/12  14:00:00,21.7,0.003812366,389.1260003,0.454545,15.59519045,16.33403208,15.22171432,15.42334656,0.00771608,0.007715485,0.006670459,0.006670164,841.6548645,841.1339244,544.0796446,544.0169776
 10/12  14:10:00,21.6,0.003763124,389.1260335,0.545455,15.58554978,16.33097744,15.23064552,15.43529043,0.007771623,0.00777114,0.006720043,0.006719787,849.8754191,849.32758,550.6621371,550.5974367
 10/12  14:20:00,21.5,0.003714321,381.1260668,0.363636,15.58390264,16.32900528,15.23814571,15.44612977,0.007825626,0.007825248,0.006764014,0.006763794,857.5984381,857.0233286,555.5838711,555.5168828
 10/12  14:30:00,21.4,0.003665955,383.1261001,0.454545,15.5883938,16.32852525,15.24599891,15.45706127,0.007877258,0.007876974,0.006806145,0.006805958,864.943165,864.3410802,560.2761996,560.2067472
 10/12  14:40:00,21.3,0.003618022,389.1261334,0.272727,15.5959037,16.32915533,15.25128125,15.4661169,0.007926532,0.007926332,0.006837836,0.006837674,872.1096462,871.4816324,562.4835253,562.4116108
 10/12  14:50:00,21.2,0.00357052,385.1261668,0.454545,15.6042777,16.33043373,15.25808688,15.47603437,0.007973655,0.007973529,0.006872,0.006871864,878.9803465,878.3272365,565.7127634,565.6383102
 10/12  15:00:00,21.1,0.003523444,388.1262001,0.363636,15.61261453,16.33204781,15.26475195,15.48571205,0.008018802,0.008018741,0.006904119,0.006904006,885.6106007,884.9333452,568.680723,568.6036981
 10/12  15:10:00,21.01666667,0.003556441,381.1262335,0.363636,15.62230413,16.33426347,15.27129461,15.49516774,0.008061831,0.008061826,0.006933546,0.006933455,891.8393975,891.1385421,571.0818853,571.0021352
 10/12  15:20:00,20.93333333,0.003589,391.1262669,0.272727,15.63380211,16.33723156,15.27645595,15.50355434,0.008102661,0.008102706,0.006956063,0.006955988,897.9478784,897.2246788,572.0148486,571.9324575
 10/12  15:30:00,20.85,0.003621125,383.1263003,0.272727,15.64667993,16.34091891,15.28101912,15.5113875,0.008141311,0.008141397,0.006973982,0.006973919,903.7377407,902.9930039,571.93595,571.8508695
 10/12  15:40:00,20.76666667,0.003652818,388.1263338,0.363636,15.66044195,16.34530077,15.28725226,15.52019608,0.008177848,0.008177968,0.006994259,0.00699421,909.3349781,908.5698178,572.9365073,572.8487874
 10/12  15:50:00,20.68333333,0.003684081,384.1263672,0.181818,15.67473762,16.35031754,15.29171685,15.52768304,0.00821235,0.008212497,0.007006733,0.007006691,914.6553877,913.8707016,572.0108642,571.9205045
 10/12  16:00:00,20.6,0.003714919,388.1264007,0.363636,15.68931101,16.35588554,15.2980981,15.53632324,0.008244892,0.00824506,0.007022702,0.00702267,919.810173,919.0070749,572.4728543,572.3799376
 10/12  16:10:00,20.5,0.003741462,389.1264342,0.181818,15.69712222,16.35994975,15.30196624,15.54315058,0.008276076,0.008276261,0.007032785,0.007032758,924.8059086,923.9852862,571.4820948,571.3867237
 10/12  16:20:00,20.4,0.003767521,389.1264677,0.272727,15.6961884,16.36132792,15.30462574,15.54901931,0.008306232,0.008306431,0.007043225,0.007043204,929.6081329,928.7703815,570.6925645,570.5948116
 10/12  16:30:00,20.3,0.003793101,387.1265013,0.363636,15.6883647,16.35978271,15.30769266,15.55500711,0.008335422,0.008335632,0.007059508,0.007059496,934.1535858,933.2985634,571.5885385,571.488386
 10/12  16:40:00,20.2,0.003818205,381.1265349,0.454545,15.67628659,16.35555631,15.31192056,15.56163272,0.008363588,0.008363807,0.007083748,0.007083751,938.3245131,937.4515676,574.6713572,574.5686225
 10/12  16:50:00,20.1,0.003842839,382.1265685,0.363636,15.66177541,16.34896213,15.31435594,15.56692165,0.008390653,0.008390878,0.007106708,0.007106722,942.2249406,941.3335864,577.4306723,577.3252242
 10/12  17:00:00,20,0.003867006,382.1266021,0.454545,15.64571906,16.3402514,15.31617168,15.57164966,0.008416547,0.008416775,0.007131582,0.00713161,945.9239236,945.0138583,580.866766,580.7585018
 10/12  17:10:00,19.35,0.003897621,386.1266357,0.363636,15.5612531,16.31303752,15.31635592,15.57512732,0.008405249,0.008405406,0.007151619,0.007151656,939.5843643,938.6539923,583.4604459,583.3493658
 10/12  17:20:00,18.7,0.003918923,381.1266693,0.272727,15.46323419,16.27634526,15.31408407,15.57677996,0.008370263,0.008370297,0.00716216,0.007162199,927.0709043,926.1175695,583.9053331,583.7913466
 10/12  17:30:00,18.05,0.003931521,381.126703,0,15.38997331,16.23899202,15.30602693,15.57432873,0.008326921,0.008326815,0.007152382,0.007152408,912.7867259,911.808995,579.1538266,579.0369538
 10/12  17:40:00,17.4,0.003936,389.1267367,0,15.34630891,16.20472977,15.29506923,15.56965204,0.00828255,0.008282302,0.007130854,0.007130858,899.002939,898.0020156,571.8391049,571.7196705
 10/12  17:50:00,16.75,0.003932917,382.1267704,0,15.32033528,16.1746293,15.28365041,15.56436584,0.008239002,0.008238619,0.007105094,0.007105074,885.9991352,884.9771132,563.8606282,563.7388226
 10/12  18:00:00,16.1,0.003922807,386.1268042,0,15.30272425,16.14824459,15.27275728,15.55914415,0.008196109,0.008195599,0.007078351,0.007078307,873.775807,872.7356704,556.1946456,556.0707633
 10/12  18:10:00,15.36666667,0.004297244,391.1268379,0,15.26315697,16.11877228,15.26222362,15.5539,0.008143654,0.008143002,0.007052367,0.007052299,859.2071224,858.1516868,549.125318,548.9997598
 10/12  18:20:00,14.63333333,0.004627955,381.1268717,0,15.21874833,16.08792088,15.25174319,15.54844934,0.008086326,0.008085525,0.007027621,0.007027531,843.14289,842.0736366,542.3045657,542.1774302
 10/12  18:30:00,13.9,0.004917713,389.1269055,0,15.18200477,16.05791445,15.24113852,15.54268817,0.008028955,0.008028011,0.007004068,0.007003958,827.1069177,826.0259811,535.8654676,535.7370597
 10/12  18:40:00,13.16666667,0.005169177,391.1269393,0,15.15464274,16.02968579,15.2303425,15.53658209,0.007973708,0.007972634,0.006981561,0.006981432,811.7597274,810.6696524,529.8089463,529.6796057
 10/12  18:50:00,12.43333333,0.005384891,384.1269732,0,15.13350846,16.00325662,15.21933581,15.53012655,0.00792102,0.007919827,0.006959985,0.006959839,797.0225234,795.9254195,523.9004118,523.7702406
 10/12  19:00:00,11.7,0.005567292,385.127007,0,15.11537368,15.97833115,15.20811014,15.52332342,0.007870708,0.00786941,0.006939268,0.006939106,782.8957132,781.7938394,518.1709048,518.0400425
 10/12  19:10:00,11.13333333,0.005550685,387.1270409,0,15.03526299,15.93537073,15.1859873,15.50835527,0.007792477,0.007791023,0.006909232,0.006909048,760.9754227,759.8691562,509.9329922,509.8015778
 10/12  19:20:00,10.56666667,0.005526674,387.1270748,0,14.94697882,15.88405528,15.15845683,15.48902667,0.007700316,0.007698686,0.006874685,0.006874478,735.188146,734.0790952,500.5039404,500.3723812
 10/12  19:30:00,10,0.005495772,387.1271088,0,14.88620605,15.83438032,15.13091415,15.46917319,0.007608592,0.007606801,0.006840505,0.006840277,709.5502913,708.4426125,491.2042298,491.0731028
 10/12  19:40:00,9.433333333,0.005458467,381.1271427,0,14.85545744,15.79049517,15.10566681,15.45049303,0.007523569,0.007521652,0.006808791,0.006808546,685.5487675,684.4478618,482.3377955,482.2074079
 10/12  19:50:00,8.866666667,0.00541523,388.1271767,0,14.84368203,15.75277352,15.0830699,15.43331445,0.007446243,0.007444238,0.006779849,0.00677959,663.888337,662.8016466,474.4130372,474.284157
 10/12  20:00:00,8.3,0.005366508,384.1272107,0,14.84077449,15.72032752,15.0628173,15.41749007,0.007375775,0.007373716,0.006753361,0.006753093,644.1505127,643.0843466,467.160296,467.0333877
 10/12  20:10:00,8.216666667,0.00536959,387.1272447,0,14.8341692,15.69025494,15.04339275,15.40203828,0.007313196,0.007311117,0.00673101,0.006730736,626.1742486,625.1339159,460.6032744,460.4788728
 10/12  20:20:00,8.133333333,0.005372443,382.1272787,0,14.82022562,15.66079435,15.02387581,15.38635659,0.007258896,0.007256826,0.006713651,0.006713379,609.5050559,608.4936116,454.4206228,454.2988848
 10/12  20:30:00,8.05,0.005375071,382.1273128,0,14.80071856,15.63133705,15.00396236,15.37024442,0.007212529,0.007210493,0.006701257,0.006700992,594.0572026,593.0766103,448.6163697,448.497463
 10/12  20:40:00,7.966666667,0.005377476,388.1273468,0,14.77829366,15.60180561,14.98363284,15.35368855,0.007173431,0.007171447,0.006693404,0.006693151,580.0680855,579.1203892,443.4964416,443.3809064
 10/12  20:50:00,7.883333333,0.005379659,386.1273809,0,14.75460504,15.57224727,14.96293433,15.33672094,0.007140899,0.007138981,0.006689603,0.006689366,567.2807258,566.3668938,438.863947,438.7520531
 10/12  21:00:00,7.8,0.005381623,383.127415,0,14.7303115,15.54269017,14.94190303,15.31936752,0.007114295,0.007112455,0.006689412,0.006689194,555.400645,554.5206631,434.4804487,434.3721561
 10/12  21:10:00,7.616666667,0.005346434,384.1274492,0,14.70249949,15.51224317,14.92005054,15.30130003,0.00709139,0.007089631,0.006690794,0.006690595,544.4272563,543.5810095,430.3996964,430.2950423
 10/12  21:20:00,7.433333333,0.005311186,384.1274833,0,14.67047562,15.48041359,14.89709368,15.2823223,0.007070725,0.007069048,0.006692464,0.006692284,534.3279264,533.5151085,426.638632,426.5376798
 10/12  21:30:00,7.25,0.005275885,391.1275175,0,14.63522915,15.44712672,14.87297552,15.26238681,0.007051653,0.007050055,0.006693934,0.00669377,525.353564,524.5744765,423.4931706,423.3963676
 10/12  21:40:00,7.066666667,0.005240538,388.1275517,0,14.59799097,15.41249225,14.84774287,15.24151553,0.007033915,0.007032393,0.006695088,0.006694939,517.1722966,516.4262829,420.672221,420.5796136
 10/12  21:50:00,6.883333333,0.005205151,383.1275859,0,14.55957457,15.37665092,14.82146374,15.21974621,0.007017362,0.007015913,0.006695908,0.006695772,509.4155737,508.7010183,417.8446167,417.7558156
 10/12  22:00:00,6.7,0.00516973,383.1276202,0,14.52036793,15.33972138,14.79419784,15.19711276,0.007001848,0.007000468,0.006696371,0.006696247,502.1190865,501.4346058,415.0806784,414.9954174
 10/12  22:10:00,6.6,0.005164078,387.1276544,0,14.31210658,15.25101978,14.73707941,15.15250799,0.006961501,0.006960166,0.006685887,0.006685764,490.1150231,489.4724805,411.5730521,411.4934648
 10/12  22:20:00,6.5,0.005158229,382.1276887,0,14.05937861,15.1317713,14.66078328,15.09331007,0.006899226,0.006897881,0.006659252,0.006659111,475.8831039,475.2849472,407.4933061,407.4199601
 10/12  22:30:00,6.4,0.005152187,381.127723,0,13.85157725,15.00503526,14.57758142,15.02818841,0.006823052,0.006821645,0.006616739,0.00661656,462.2545007,461.6984631,403.4636557,403.3962657
 10/12  22:40:00,6.3,0.005145953,381.1277574,0,13.69998345,14.88120626,14.49330778,14.96132749,0.00673852,0.006737019,0.006560893,0.006560659,450.4989012,449.9831077,399.8990323,399.8372105
 10/12  22:50:00,6.2,0.005139531,386.1277917,0,13.58233889,14.76219146,14.40935545,14.89379586,0.006648404,0.006646794,0.006494453,0.006494155,441.1502731,440.6756165,397.3234531,397.2675423
 10/12  23:00:00,6.1,0.005132923,383.1278261,0,13.47763628,14.64691643,14.32549077,14.82549998,0.006554039,0.006552321,0.006419663,0.006419294,433.4270806,432.9927021,395.2095399,395.1591202
 10/12  23:10:00,6.016666667,0.005103188,386.1278605,0,13.38463078,14.53659406,14.24360059,14.75777359,0.006460872,0.006459075,0.006345248,0.006344816,426.4734451,426.0789057,393.6348549,393.5898021
 10/12  23:20:00,5.933333333,0.005073607,381.1278949,0,13.30735008,14.43301018,14.16474304,14.69140846,0.006374149,0.006372315,0.006275896,0.006275416,419.863399,419.5060378,392.0060691,391.9653703
 10/12  23:30:00,5.85,0.005044179,391.1279293,0,13.24356918,14.33648764,14.08905334,14.62659566,0.006295483,0.006293656,0.006212468,0.006211956,414.7339693,414.4144064,391.244995,391.2093865
 10/12  23:40:00,5.766666667,0.005014903,388.1279638,0,13.18821101,14.24638043,14.01625951,14.56324121,0.00622427,0.006222484,0.006154197,0.006153665,410.5901766,410.306596,390.8077506,390.7769808
 10/12  23:50:00,5.683333333,0.004985779,388.1279982,0,13.13703706,14.16177178,13.94600871,14.50119278,0.006159272,0.00615755,0.006100068,0.006099523,407.1253532,406.8748031,390.4518878,390.4253276
 10/12  24:00:00,5.6,0.004956807,383.1280327,0,13.08775213,14.08181891,13.87799895,14.44031168,0.006099356,0.00609771,0.006049278,0.006048729,403.7616092,403.5395514,389.6945829,389.670838
 10/13  00:10:00,5.5,0.004923045,383.1280672,0,13.04521426,14.00743653,13.81294789,14.38114761,0.00604637,0.006044817,0.006003988,0.006003442,400.6294038,400.432344,388.7545507,388.7328203
 10/13  00:20:00,5.4,0.004889488,391.1281018,0,13.01022147,13.93890767,13.75119208,14.32399709,0.006000991,0.005999543,0.005965116,0.005964585,398.5593527,398.3868225,388.5349314,388.5161958
 10/13  00:30:00,5.3,0.004856134,389.1281363,0,12.9805652,13.87582844,13.69264703,14.26887155,0.005962656,0.005961323,0.005932292,0.005931785,397.0754343,396.9255897,388.6138507,388.5982063
 10/13  00:40:00,5.2,0.004822982,388.1281709,0,12.95379433,13.81752837,13.63704552,14.21565247,0.005930327,0.005929112,0.005904632,0.005904153,395.797261,395.6673201,388.6550799,388.6419784
 10/13  00:50:00,5.1,0.004790031,384.1282055,0,12.92839471,13.76334586,13.58409701,14.16419657,0.005902984,0.005901885,0.005881242,0.005880795,394.3107949,394.1971949,388.2814305,388.2696969
 10/13  01:00:00,5,0.00475728,386.1282401,0,12.90370653,13.71271827,13.5335438,14.11437385,0.005879781,0.005878794,0.005861385,0.005860971,392.9643268,392.8649451,387.8741233,387.8634611
 10/13  01:10:00,4.9,0.004759608,386.1282748,0,12.86673639,13.66173234,13.48305234,14.06463432,0.005856828,0.005855936,0.005841257,0.005840871,391.8478986,391.7611777,387.5507759,387.5411725
 10/13  01:20:00,4.8,0.004761645,381.1283094,0,12.8148543,13.60817991,13.43123638,14.01403166,0.005831974,0.005831158,0.005818784,0.005818416,390.5124993,390.4359527,386.8843171,386.8749751
 10/13  01:30:00,4.7,0.004763395,382.1283441,0,12.75243771,13.55158414,13.3777069,13.96227172,0.005804772,0.005804015,0.005793586,0.005793229,389.2091194,389.1412241,386.1456012,386.1363346
 10/13  01:40:00,4.6,0.00476486,382.1283788,0,12.68447814,13.49222996,13.32253076,13.90936399,0.005775519,0.005774805,0.005766019,0.005765666,388.0712068,388.0110098,385.4845815,385.4755205
 10/13  01:50:00,4.5,0.004766045,391.1284136,0,12.61397029,13.43053549,13.26587364,13.85538915,0.005744632,0.005743949,0.005736549,0.005736195,387.8850567,387.8338144,385.7030057,385.6957747
 10/13  02:00:00,4.4,0.004766952,388.1284483,0,12.54211778,13.36683709,13.20787323,13.80041522,0.005712444,0.005711783,0.005705552,0.005705195,387.9866552,387.9437451,386.1466535,386.1414193
 10/13  02:10:00,4.316666667,0.00473975,391.1284831,0,12.47503332,13.30287631,13.14957544,13.74513275,0.005679257,0.005678611,0.005673367,0.005673005,388.3437324,388.3085243,386.7928842,386.7897224
 10/13  02:20:00,4.233333333,0.004712686,386.1285179,0,12.41394901,13.23961929,13.09158711,13.68995284,0.005645297,0.005644663,0.005640249,0.005639881,388.3465084,388.3168533,387.0387104,387.0365306
 10/13  02:30:00,4.15,0.004685759,382.1285527,0,12.35693325,13.17727185,13.03406499,13.63499268,0.005610731,0.005610105,0.005606392,0.005606016,387.7602562,387.7337053,386.6560261,386.6534497
 10/13  02:40:00,4.066666667,0.004658969,389.1285875,0,12.30179815,13.11571021,12.97696292,13.5802346,0.005575689,0.005575069,0.005571947,0.005571563,387.5347491,387.5117304,386.6030354,386.6007384
